provider,cidr,region
constant,93.115.155.0/24,
constant,93.177.84.0/22,
constant,93.180.208.0/22,
constant,94.137.76.0/23,
constant,94.137.94.0/23,
constant,94.177.65.0/24,
constant,94.190.248.0/22,
constant,95.155.150.0/24,
constant,95.179.128.0/17,
constant,96.30.192.0/19,
constant,96.47.228.0/24,
constant,96.47.231.0/24,
constant,96.47.236.0/23,
constant,102.165.9.0/24,
constant,103.43.72.0/22,
constant,103.82.155.0/24,
constant,103.96.214.0/24,
constant,103.122.124.0/22,
constant,103.129.147.0/24,
constant,103.136.224.0/23,
constant,103.160.250.0/23,
constant,103.197.53.0/24,
constant,103.204.20.0/24,
constant,103.218.252.0/24,
constant,103.228.2.0/24,
constant,104.129.44.0/24,
constant,104.129.55.0/24,
constant,104.156.224.0/19,
constant,104.164.29.0/24,
constant,104.164.42.0/24,
constant,104.165.3.0/24,
constant,104.165.19.0/24,
constant,104.171.16.0/24,
constant,104.171.20.0/23,
constant,104.207.128.0/19,
constant,104.224.80.0/24,
constant,104.234.150.0/24,
constant,104.234.193.0/24,
constant,104.234.242.0/24,
constant,104.238.128.0/18,
constant,104.253.207.0/24,
constant,104.253.211.0/24,
constant,107.150.28.0/23,
constant,107.191.32.0/19,
constant,108.61.0.0/18,
constant,108.61.64.0/19,
constant,108.61.96.0/22,
constant,108.61.100.0/23,
constant,108.61.103.0/24,
constant,108.61.104.0/23,
constant,108.61.108.0/22,
constant,108.61.112.0/20,
constant,108.61.128.0/18,
constant,108.61.192.0/19,
constant,108.61.224.0/20,
constant,108.61.240.0/22,
constant,108.61.245.0/24,
constant,108.61.246.0/23,
constant,108.61.248.0/21,
constant,108.160.128.0/20,
constant,108.165.150.0/24,
constant,108.165.201.0/24,
constant,108.165.245.0/24,
constant,108.165.247.0/24,
constant,109.110.160.0/24,
constant,109.110.170.0/24,
constant,109.110.176.0/24,
constant,109.122.62.0/24,
constant,109.176.244.0/24,
constant,117.74.103.0/24,
constant,130.51.67.0/24,
constant,134.199.64.0/19,
constant,136.227.160.0/19,
constant,136.242.96.0/19,
constant,136.244.64.0/18,
constant,137.220.32.0/19,
constant,139.84.128.0/17,
constant,139.180.128.0/18,
constant,139.180.192.0/19,
constant,140.82.0.0/18,
constant,141.11.70.0/24,
constant,141.11.116.0/24,
constant,141.164.32.0/19,
constant,141.195.100.0/22,
constant,144.202.0.0/17,
constant,146.19.100.0/24,
constant,147.125.198.0/23,
constant,147.125.204.0/23,
constant,147.125.206.0/24,
constant,147.125.212.0/22,
constant,147.125.224.0/22,
constant,147.125.240.0/23,
constant,147.125.242.0/24,
constant,147.125.252.0/23,
constant,147.125.254.0/24,
constant,149.19.225.0/24,
constant,149.19.226.0/23,
constant,149.19.228.0/22,
constant,149.19.232.0/21,
constant,149.19.240.0/20,
constant,149.28.8.0/21,
constant,149.28.16.0/20,
constant,149.28.32.0/19,
constant,149.28.64.0/18,
constant,149.28.128.0/17,
constant,149.248.0.0/18,
constant,150.241.208.0/24,
constant,150.241.216.0/21,
constant,150.241.234.0/24,
constant,151.240.25.0/24,
constant,151.240.29.0/24,
constant,151.241.32.0/24,
constant,151.242.145.0/24,
constant,151.242.148.0/24,
constant,151.243.45.0/24,
constant,151.243.88.0/23,
constant,151.244.3.0/24,
constant,151.244.4.0/24,
constant,151.244.187.0/24,
constant,151.244.238.0/23,
constant,151.245.68.0/24,
constant,151.245.89.0/24,
constant,151.245.90.0/24,
constant,151.245.132.0/24,
constant,151.245.203.0/24,
constant,151.247.218.0/24,
constant,152.39.128.0/17,
constant,154.16.52.0/24,
constant,154.81.137.0/24,
constant,154.81.156.0/23,
constant,154.196.131.0/24,
constant,155.138.128.0/17,
constant,156.228.4.0/24,
constant,156.231.10.0/24,
constant,156.246.29.0/24,
constant,158.247.192.0/18,
constant,161.129.160.0/20,
constant,162.43.224.0/19,
constant,162.141.12.0/24,
constant,163.5.41.0/24,
constant,163.5.46.0/24,
constant,163.5.190.0/24,
constant,163.5.247.0/24,
constant,163.5.248.0/24,
constant,163.227.172.0/24,
constant,166.1.2.0/24,
constant,167.160.163.0/24,
constant,167.160.172.0/24,
constant,167.160.174.0/23,
constant,167.179.64.0/18,
constant,168.151.29.0/24,
constant,172.84.79.0/24,
constant,173.44.37.0/24,
constant,173.44.42.0/23,
constant,173.44.45.0/24,
constant,173.44.47.0/24,
constant,173.44.48.0/22,
constant,173.44.52.0/23,
constant,173.44.54.0/24,
constant,173.44.56.0/23,
constant,173.44.59.0/24,
constant,173.44.63.0/24,
constant,173.199.64.0/22,
constant,173.199.69.0/24,
constant,173.199.70.0/23,
constant,173.199.72.0/21,
constant,173.199.80.0/20,
constant,173.199.96.0/23,
constant,173.199.104.0/21,
constant,173.199.112.0/20,
constant,173.211.12.0/24,
constant,173.239.209.0/24,
constant,173.249.188.0/22,
constant,176.97.215.0/24,
constant,176.223.168.0/22,
constant,176.223.190.0/24,
constant,178.92.48.0/24,
constant,178.92.73.0/24,
constant,178.92.81.0/24,
constant,178.92.83.0/24,
constant,178.92.84.0/24,
constant,178.92.87.0/24,
constant,178.92.90.0/24,
constant,178.92.94.0/23,
constant,178.92.119.0/24,
constant,178.92.125.0/24,
constant,178.95.166.0/24,
constant,178.95.197.0/24,
constant,178.208.191.0/24,
constant,178.254.182.0/24,
constant,181.215.70.0/24,
constant,185.21.253.0/24,
constant,185.51.23.0/24,
constant,185.64.100.0/22,
constant,185.77.250.0/23,
constant,185.92.220.0/22,
constant,185.150.136.0/24,
constant,185.172.20.0/22,
constant,185.184.140.0/24,
constant,185.191.20.0/24,
constant,185.193.16.0/24,
constant,185.199.227.0/24,
constant,185.209.38.0/24,
constant,185.209.73.0/24,
constant,185.210.40.0/22,
constant,185.210.233.0/24,
constant,185.211.51.0/24,
constant,185.211.148.0/24,
constant,185.215.220.0/22,
constant,185.217.24.0/22,
constant,185.222.30.0/24,
constant,185.223.40.0/22,
constant,185.224.140.0/22,
constant,185.225.170.0/23,
constant,185.227.69.0/24,
constant,185.227.163.0/24,
constant,185.235.32.0/24,
constant,185.236.80.0/24,
constant,185.238.240.0/24,
constant,185.240.107.0/24,
constant,185.244.95.0/24,
constant,185.249.236.0/22,
constant,185.252.168.0/22,
constant,188.116.50.0/23,
constant,188.211.250.0/23,
constant,188.211.252.0/22,
constant,188.212.104.0/22,
constant,188.212.131.0/24,
constant,188.213.84.0/23,
constant,188.214.89.0/24,
constant,188.215.233.0/24,
constant,188.241.59.0/24,
constant,188.241.127.0/24,
constant,188.241.128.0/22,
constant,188.241.132.0/23,
constant,188.241.220.0/24,
constant,191.101.223.0/24,
constant,192.121.195.0/24,
constant,192.132.59.0/24,
constant,192.136.64.0/24,
constant,192.145.83.0/24,
constant,192.153.64.0/21,
constant,192.195.68.0/24,
constant,192.206.23.0/24,
constant,192.248.128.0/18,
constant,193.25.207.0/24,
constant,193.31.15.0/24,
constant,193.32.92.0/24,
constant,193.34.50.0/24,
constant,193.37.136.0/24,
constant,193.37.200.0/22,
constant,193.46.204.0/24,
constant,193.46.211.0/24,
constant,193.105.176.0/24,
constant,193.164.1.0/24,
constant,193.169.8.0/23,
constant,193.192.52.0/23,
constant,193.239.172.0/23,
constant,193.239.246.0/23,
constant,194.15.97.0/24,
constant,194.24.234.0/23,
constant,194.56.216.0/23,
constant,194.56.222.0/23,
constant,194.61.74.0/24,
constant,194.88.134.0/23,
constant,194.104.158.0/24,
constant,194.135.26.0/23,
constant,194.135.132.0/23,
constant,194.147.57.0/24,
constant,194.213.10.0/24,
constant,194.242.28.0/23,
constant,194.246.106.0/23,
constant,195.2.196.0/23,
constant,195.13.48.0/23,
constant,195.34.80.0/23,
constant,195.68.242.0/23,
constant,195.93.140.0/23,
constant,195.122.134.0/23,
constant,195.128.188.0/23,
constant,195.133.208.0/23,
constant,195.135.192.0/23,
constant,195.189.250.0/23,
constant,195.210.44.0/23,
constant,195.254.140.0/23,
constant,198.13.32.0/19,
constant,198.17.215.0/24,
constant,198.51.98.0/24,
constant,198.62.135.0/24,
constant,198.252.96.0/23,
constant,199.7.252.0/22,
constant,199.242.242.0/24,
constant,199.247.0.0/19,
constant,199.255.208.0/24,
constant,202.155.133.0/24,
constant,202.182.96.0/19,
constant,203.34.235.0/24,
constant,203.166.144.0/22,
constant,203.168.136.0/21,
constant,203.168.144.0/20,
constant,204.80.128.0/24,
constant,204.80.221.0/24,
constant,204.107.90.0/24,
constant,204.107.223.0/24,
constant,204.107.246.0/24,
constant,204.126.26.0/23,
constant,205.164.30.0/24,
constant,205.234.161.0/24,
constant,206.245.156.0/24,
constant,207.45.0.0/21,
constant,207.45.24.0/21,
constant,207.148.0.0/19,
constant,207.148.64.0/18,
constant,207.246.64.0/18,
constant,208.72.152.0/22,
constant,208.76.220.0/22,
constant,208.83.232.0/21,
constant,208.85.16.0/21,
constant,208.167.224.0/19,
constant,209.145.40.0/24,
constant,209.222.0.0/19,
constant,209.246.143.0/24,
constant,209.250.224.0/19,
constant,212.187.208.0/23,
constant,212.187.246.0/23,
constant,212.192.16.0/22,
constant,213.109.169.0/24,
constant,213.130.156.0/24,
constant,213.159.10.0/23,
constant,213.159.12.0/23,
constant,216.24.209.0/24,
constant,216.75.128.0/24,
constant,216.97.225.0/24,
constant,216.122.164.0/24,
constant,216.128.128.0/19,
constant,216.128.176.0/20,
constant,216.151.174.0/24,
constant,216.155.128.0/19,
constant,216.211.208.0/22,
constant,216.238.64.0/18,
constant,217.69.0.0/20,
constant,217.163.11.0/24,
constant,217.163.23.0/24,
constant,217.163.28.0/23,
constant,217.163.30.0/24,
constant,222.167.96.0/19,
constant,2001:678:580::/48,
constant,2001:678:110c::/48,
constant,2001:19f0::/38,
constant,2001:19f0:ccc::/47,
constant,2001:19f0:1000::/37,
constant,2001:19f0:4000::/37,
constant,2001:19f0:5000::/36,
constant,2001:19f0:6000::/36,
constant,2001:19f0:7000::/37,
constant,2001:19f0:8000::/38,
constant,2001:19f0:8800::/38,
constant,2001:19f0:9000::/37,
constant,2001:19f0:9800::/38,
constant,2001:19f0:a800::/37,
constant,2001:19f0:b000::/37,
constant,2001:19f0:b800::/38,
constant,2001:19f0:c000::/38,
constant,2001:19f0:c800::/38,
constant,2401:c080:1000::/36,
constant,2401:c080:2000::/37,
constant,2401:c080:3000::/37,
constant,2401:c080:3800::/38,
constant,2402:9e80:10::/48,
constant,2403:7f40:ff00::/48,
constant,2406:840:b0f2::/48,
constant,2406:c500:ffd0::/48,
constant,2602:80b:7000::/44,
constant,2602:810:6008::/48,
constant,2602:f4fb:f00::/40,
constant,2602:f6ac::/36,
constant,2602:f70f:100::/48,
constant,2602:f96d:e00::/40,
constant,2602:fad4:15::/48,
constant,2602:fb1b::/48,
constant,2602:fb26:e00::/40,
constant,2602:fed2:7100::/48,
constant,2602:fed2:710e::/48,
constant,2602:fed2:712c::/48,
constant,2602:fed2:719e::/48,
constant,2602:fed2:7309::/48,
constant,2602:fed2:730d::/48,
constant,2602:fed2:731c::/48,
constant,2602:ff62:9::/48,
constant,2602:ffc5:108::/48,
constant,2602:ffc5:200::/48,
constant,2602:ffc5:203::/48,
constant,2606:f180:5::/48,
constant,2606:f180:7::/48,
constant,2607:7180::/32,
constant,2620:53:a000::/44,
constant,2620:60:a000::/48,
constant,2620:a8:4000::/48,
constant,2620:b3:2000::/48,
constant,2620:13d:2030::/46,
constant,2a03:4a81::/32,
constant,2a03:60c0::/32,
constant,2a04:30c0::/32,
constant,2a04:5b81:2010::/44,
constant,2a04:5b81:2060::/48,
constant,2a04:5b81:2190::/48,
constant,2a04:a142::/32,
constant,2a04:a147::/32,
constant,2a05:2d07::/32,
constant,2a05:f480:1000::/36,
constant,2a05:f480:2000::/36,
constant,2a05:f480:3000::/37,
constant,2a05:f480:3800::/38,
constant,2a06:1287::/32,
constant,2a06:25c0::/32,
constant,2a06:3e87::/32,
constant,2a06:4c00::/32,
constant,2a07:5580::/32,
constant,2a07:a341::/32,
constant,2a0a:6044:ac60::/48,
constant,2a0a:7180:80::/47,
constant,2a0a:7e00::/29,
constant,2a0a:bb06:1000::/48,
constant,2a0b:b86:ffc0::/48,
constant,2a0b:64c4::/31,
constant,2a0c:b642:2000::/36,
constant,2a0c:fa40::/29,
constant,2a0d:2680:900::/40,
constant,2a0d:2680:2111::/48,
constant,2a0d:2680:bf90::/48,
constant,2a0e:7d45:1900::/40,
constant,2a0e:7d45:1a01::/48,
constant,2a0e:7d45:1a02::/47,
constant,2a0e:7d45:1a04::/47,
constant,2a0e:7d45:1a12::/48,
constant,2a0e:7d45:2399::/48,
constant,2a0e:7d45:3100::/40,
constant,2a0e:7d45:3200::/40,
constant,2a0e:7d45:3301::/48,
constant,2a0e:7d45:3312::/48,
constant,2a0e:7d45:3324::/48,
constant,2a0e:7d45:3334::/48,
constant,2a0e:7d45:3348::/47,
constant,2a0e:7d45:3350::/48,
constant,2a0e:7d45:335a::/48,
constant,2a0e:7d45:336c::/48,
constant,2a0e:7d45:337e::/48,
constant,2a0e:7d45:3387::/48,
constant,2a0e:7d45:3399::/48,
constant,2a0e:7d45:3400::/40,
constant,2a0e:7d45:406e::/48,
constant,2a0e:7d45:4120::/48,
constant,2a0e:7d45:4200::/40,
constant,2a0e:7d45:7160::/48,
constant,2a0e:7d45:71d3::/48,
constant,2a0e:7d45:71d4::/48,
constant,2a0e:7d45:72d5::/48,
constant,2a0e:7d45:741a::/48,
constant,2a0e:7d45:7425::/48,
constant,2a0e:7d45:7439::/48,
constant,2a0e:7d45:7442::/48,
constant,2a0e:7d45:7453::/48,
constant,2a0e:7d45:7500::/40,
constant,2a0e:7d45:7600::/40,
constant,2a0e:7d45:7701::/48,
constant,2a0e:7d45:7715::/48,
constant,2a0e:7d45:771d::/48,
constant,2a0e:7d45:771e::/47,
constant,2a0e:7d45:7720::/48,
constant,2a0e:7d45:77c5::/48,
constant,2a0e:7d45:77c6::/47,
constant,2a0e:7d45:77d5::/48,
constant,2a0e:7d45:77d6::/47,
constant,2a0e:7d45:77d8::/48,
constant,2a0e:7d45:77dc::/48,
constant,2a0e:7d45:aa00::/40,
constant,2a0e:7d45:b411::/48,
constant,2a0e:7d45:b424::/48,
constant,2a0e:7d45:b426::/48,
constant,2a0e:7d45:b432::/48,
constant,2a0e:7d45:b435::/48,
constant,2a0e:7d45:b455::/48,
constant,2a0e:7d45:b600::/39,
constant,2a0e:7d45:c0a3::/48,
constant,2a0e:7d45:c0d3::/48,
constant,2a0e:7d45:c1a5::/48,
constant,2a0e:7d45:c1d7::/48,
constant,2a0e:7d45:c210::/44,
constant,2a0e:7d45:c300::/40,
constant,2a0e:7d45:c49f::/48,
constant,2a0e:7d45:c5ab::/48,
constant,2a0e:7d45:c6e4::/48,
constant,2a0e:7d45:c78b::/48,
constant,2a0e:7d45:c8d0::/47,
constant,2a0e:7d45:c9a5::/48,
constant,2a0e:7d45:ca00::/39,
constant,2a0e:9d40::/32,
constant,2a0e:b107:df2::/48,
constant,2a0e:b800:aaaa::/48,
constant,2a0e:b800:abcd::/48,
constant,2a0e:b800:baba::/48,
constant,2a0e:b800:bbaa::/48,
constant,2a0f:f42::/32,
constant,2a0f:13c0::/29,
constant,2a0f:6284:4230::/44,
constant,2a0f:7d00:1::/48,
constant,2a0f:9400:6166::/47,
constant,2a0f:9400:690a::/47,
constant,2a0f:9400:8020::/48,
constant,2a11:29c0:3dd0::/44,
constant,2a12:fc0:10::/48,
constant,2a12:5340:6::/47,
constant,2a12:ecc0:22::/48,
constant,2a13:1000::/48,
constant,2a13:1002::/48,
constant,2a13:5681:a181::/48,
constant,2a13:9500:61::/48,
constant,2a13:9500:cf::/48,
constant,2a13:9500:dd::/48,
constant,2a14:67c1:b700::/40,
constant,2a14:67c1:b800::/40,
constant,2a14:67c1:c400::/39,
constant,2a14:7581:f30::/44,
constant,2a14:ae00:5::/48,
scaleway,51.15.0.0/16,
scaleway,51.158.0.0/15,
scaleway,62.4.0.0/19,
scaleway,62.210.0.0/16,
scaleway,151.115.0.0/17,
scaleway,151.115.128.0/18,
scaleway,151.115.192.0/23,
scaleway,163.172.0.0/16,
scaleway,195.154.0.0/16,
scaleway,212.47.224.0/19,
scaleway,212.83.128.0/18,
scaleway,212.129.0.0/18,
scaleway,2001:bc8::/32,
akamai,2.16.0.0/13,
akamai,23.0.0.0/12,
akamai,23.32.0.0/11,
akamai,23.64.0.0/14,
akamai,23.72.0.0/13,
akamai,23.192.0.0/11,
akamai,43.254.120.0/22,
akamai,49.231.112.0/24,
akamai,49.231.116.0/23,
akamai,59.151.128.0/18,
akamai,60.254.128.0/18,
akamai,61.19.12.0/24,
akamai,61.213.168.0/24,
akamai,61.213.189.0/24,
akamai,63.233.112.0/24,
akamai,63.233.126.0/24,
akamai,63.235.20.0/23,
akamai,64.124.167.0/24,
akamai,65.158.184.0/24,
akamai,66.198.8.0/24,
akamai,69.22.150.0/23,
akamai,69.31.112.0/23,
akamai,69.31.118.0/24,
akamai,69.31.122.0/24,
akamai,69.192.0.0/16,
akamai,72.246.0.0/15,
akamai,80.67.64.0/19,
akamai,84.53.128.0/18,
akamai,88.221.0.0/16,
akamai,92.122.0.0/15,
akamai,95.100.0.0/15,
akamai,96.6.0.0/15,
akamai,96.16.0.0/15,
akamai,103.238.148.0/22,
akamai,104.64.0.0/10,
akamai,109.69.136.0/21,
akamai,109.230.127.0/24,
akamai,117.104.140.0/22,
akamai,118.214.0.0/16,
akamai,118.215.0.0/17,
akamai,118.215.128.0/18,
akamai,121.78.46.0/24,
akamai,122.252.32.0/19,
akamai,122.252.128.0/20,
akamai,124.106.175.0/24,
akamai,125.56.128.0/17,
akamai,125.252.192.0/18,
akamai,128.241.91.0/24,
akamai,128.241.217.0/24,
akamai,128.241.218.0/24,
akamai,140.174.24.0/23,
akamai,165.254.0.0/24,
akamai,165.254.2.0/24,
akamai,165.254.26.128/26,
akamai,165.254.40.0/23,
akamai,165.254.44.0/23,
akamai,165.254.50.0/23,
akamai,165.254.52.0/24,
akamai,165.254.58.0/25,
akamai,165.254.81.0/24,
akamai,165.254.96.0/24,
akamai,165.254.107.0/24,
akamai,165.254.110.0/23,
akamai,165.254.119.128/25,
akamai,165.254.123.0/24,
akamai,165.254.136.0/24,
akamai,165.254.142.0/24,
akamai,165.254.145.64/26,
akamai,165.254.150.0/24,
akamai,165.254.156.0/23,
akamai,165.254.203.192/26,
akamai,165.254.237.128/25,
akamai,165.254.238.128/25,
akamai,165.254.247.128/25,
akamai,168.143.242.0/23,
akamai,172.224.0.0/12,
akamai,173.205.69.0/24,
akamai,173.205.76.0/23,
akamai,173.222.0.0/15,
akamai,184.24.0.0/13,
akamai,184.50.0.0/15,
akamai,184.84.0.0/14,
akamai,185.225.250.0/23,
akamai,187.210.208.0/22,
akamai,189.247.167.0/24,
akamai,189.247.204.0/22,
akamai,189.247.209.0/24,
akamai,189.247.210.0/23,
akamai,189.247.212.0/23,
akamai,189.247.214.0/24,
akamai,189.247.216.0/24,
akamai,189.247.220.0/24,
akamai,189.254.81.0/24,
akamai,190.94.188.0/24,
akamai,190.98.153.0/24,
akamai,190.98.160.0/24,
akamai,192.80.13.0/24,
akamai,192.204.5.0/24,
akamai,193.108.88.0/21,
akamai,193.108.152.0/22,
akamai,195.245.124.0/22,
akamai,198.47.116.0/24,
akamai,198.87.182.0/25,
akamai,198.173.160.0/23,
akamai,199.239.182.0/23,
akamai,199.239.184.0/24,
akamai,200.60.136.0/24,
akamai,200.60.190.0/24,
akamai,201.220.10.0/24,
akamai,202.138.183.0/24,
akamai,203.69.138.0/24,
akamai,203.69.141.0/24,
akamai,203.198.20.0/24,
akamai,203.251.233.0/24,
akamai,203.251.234.0/24,
akamai,204.1.141.0/24,
akamai,204.2.132.64/26,
akamai,204.2.132.128/25,
akamai,204.2.136.0/23,
akamai,204.2.139.0/24,
akamai,204.2.145.0/24,
akamai,204.2.146.0/25,
akamai,204.2.158.0/23,
akamai,204.2.160.0/24,
akamai,204.2.162.0/24,
akamai,204.2.164.0/23,
akamai,204.2.196.0/24,
akamai,204.8.48.0/22,
akamai,204.10.28.0/22,
akamai,204.93.48.0/24,
akamai,204.141.239.0/24,
akamai,204.201.160.0/24,
akamai,204.237.142.0/23,
akamai,204.237.186.0/23,
akamai,204.237.188.0/24,
akamai,208.185.115.0/24,
akamai,210.61.248.0/23,
akamai,216.238.147.0/24,
akamai,218.231.251.0/24,
akamai,219.76.11.0/24,
akamai,2001:218:3004::/48,
akamai,2001:418:1401:4::/64,
akamai,2001:418:1401:7::/64,
akamai,2001:418:1401:18::/64,
akamai,2001:418:1401:1c::/64,
akamai,2001:418:1401:21::/64,
akamai,2001:418:1401:25::/64,
akamai,2001:418:1401:2c::/64,
akamai,2001:418:1401:6a::/64,
akamai,2001:418:1401:70::/63,
akamai,2001:418:1401:7d::/64,
akamai,2001:418:1401:300::/56,
akamai,2001:418:1401:400::/55,
akamai,2001:418:1c01:1::/64,
akamai,2001:418:4001:2::/64,
akamai,2001:418:4001:4::/64,
akamai,2001:418:8404::/63,
akamai,2001:428:2001:205::/64,
akamai,2001:428:2001:302::/64,
akamai,2001:438:fffd:13::/64,
akamai,2001:590:2005:200::/56,
akamai,2001:668:108:400::/56,
akamai,2001:c38:500a::/48,
akamai,2001:4450:40::/48,
akamai,2001:4457:ff0::/48,
akamai,2001:4546:1003::/48,
akamai,2403:c780:7203::/48,
akamai,2404:c800:8203::/48,
akamai,2405:9600::/32,
akamai,2600:1400::/24,
akamai,2620:11b:d021::/48,
akamai,2800:280:4001::/48,
akamai,2806:1030:cefe::/48,
akamai,2806:1070:cefe::/48,
akamai,2806:1080:cefe::/48,
akamai,2806:10b0:cefe::/48,
akamai,2a02:26f0::/29,
akamai,2a10:fa44::/48,
akamai,2a10:fa44:100::/64,
oracle,38.104.155.92/31,ca-montreal-1
oracle,40.233.0.0/19,mx-monterrey-1
oracle,40.233.64.0/18,ca-toronto-1
oracle,62.115.179.220/31,eu-amsterdam-1
oracle,62.115.179.228/31,eu-amsterdam-1
oracle,64.110.64.0/18,
oracle,64.181.132.0/24,sa-santiago-1
oracle,64.181.136.0/22,us-chicago-1
oracle,64.181.140.0/23,us-chicago-1
oracle,64.181.144.0/22,
oracle,64.181.150.0/23,us-chicago-1
oracle,64.181.152.0/21,us-ashburn-1
oracle,64.181.160.0/19,sa-saopaulo-1
oracle,64.181.192.0/18,
oracle,68.233.96.0/19,
oracle,79.72.0.0/20,me-jeddah-1
oracle,79.72.16.0/22,eu-stockholm-1
oracle,79.72.20.0/23,eu-madrid-1
oracle,79.72.24.0/21,eu-marseille-1
oracle,79.72.32.0/22,eu-amsterdam-1
oracle,79.72.40.0/21,eu-milan-1
oracle,79.72.48.0/20,eu-madrid-1
oracle,79.72.64.0/19,uk-london-1
oracle,79.76.16.0/22,
oracle,79.76.20.0/24,me-riyadh-1
oracle,79.76.24.0/21,eu-amsterdam-1
oracle,79.76.32.0/19,eu-stockholm-1
oracle,79.76.96.0/19,eu-frankfurt-1
oracle,80.225.64.0/19,
oracle,80.225.160.0/26,eu-madrid-3
oracle,80.225.160.128/25,eu-madrid-3
oracle,80.225.161.192/26,eu-madrid-3
oracle,80.225.162.0/23,eu-madrid-3
oracle,80.225.164.0/22,eu-madrid-3
oracle,80.225.168.0/22,eu-madrid-3
oracle,80.225.176.0/23,eu-madrid-3
oracle,80.225.178.128/25,eu-madrid-3
oracle,80.225.184.0/21,eu-madrid-3
oracle,80.225.192.0/18,ap-mumbai-1
oracle,81.208.160.0/20,me-jeddah-1
oracle,81.208.188.0/22,me-jeddah-1
oracle,81.208.192.0/19,eu-jovanovac-1
oracle,84.8.64.0/22,me-riyadh-1
oracle,84.8.68.0/25,me-riyadh-1
oracle,84.8.72.0/22,me-riyadh-1
oracle,84.8.88.128/25,me-riyadh-1
oracle,84.8.96.0/19,me-riyadh-1
oracle,84.8.128.0/19,
oracle,84.235.160.0/19,eu-amsterdam-1
oracle,84.235.192.0/23,il-jerusalem-1
oracle,84.235.208.0/20,eu-stockholm-1
oracle,84.235.224.0/19,
oracle,89.168.0.0/21,eu-madrid-1
oracle,89.168.16.0/20,eu-milan-1
oracle,89.168.32.0/19,eu-paris-1
oracle,89.168.64.0/18,eu-frankfurt-1
oracle,92.4.64.0/19,ap-mumbai-1
oracle,92.5.0.0/17,eu-frankfurt-1
oracle,92.5.128.0/18,eu-frankfurt-1
oracle,92.5.192.0/19,eu-amsterdam-1
oracle,92.5.224.0/20,eu-amsterdam-1
oracle,92.5.240.0/21,eu-frankfurt-1
oracle,92.5.248.0/22,eu-frankfurt-1
oracle,92.5.254.0/23,
oracle,129.80.0.0/16,us-ashburn-1
oracle,129.91.0.0/22,
oracle,129.91.4.0/23,ap-seoul-1
oracle,129.91.16.0/21,ap-sydney-1
oracle,129.144.0.0/16,us-ashburn-1
oracle,129.145.16.0/21,us-ashburn-1
oracle,129.145.74.0/23,us-ashburn-1
oracle,129.145.76.0/22,us-ashburn-1
oracle,129.146.0.0/21,us-phoenix-1
oracle,129.146.8.0/22,us-phoenix-1
oracle,129.146.12.128/25,us-phoenix-1
oracle,129.146.13.128/25,us-phoenix-1
oracle,129.146.14.128/25,us-phoenix-1
oracle,129.146.16.0/20,us-phoenix-1
oracle,129.146.32.0/19,us-phoenix-1
oracle,129.146.64.0/18,us-phoenix-1
oracle,129.146.128.0/17,us-phoenix-1
oracle,129.148.0.0/18,
oracle,129.148.128.0/23,ap-hyderabad-1
oracle,129.148.132.0/22,ap-hyderabad-1
oracle,129.148.144.0/23,ap-chuncheon-1
oracle,129.148.148.0/25,ap-chuncheon-1
oracle,129.148.148.192/26,ap-chuncheon-1
oracle,129.148.150.0/23,ap-chuncheon-1
oracle,129.148.152.0/23,sa-santiago-1
oracle,129.148.156.0/22,ap-sydney-1
oracle,129.148.160.0/23,us-sanjose-1
oracle,129.148.164.0/25,us-sanjose-1
oracle,129.148.166.0/23,us-sanjose-1
oracle,129.148.168.0/21,ap-hyderabad-1
oracle,129.148.176.0/22,ap-singapore-1
oracle,129.148.180.0/25,ap-singapore-1
oracle,129.148.184.0/22,ap-singapore-1
oracle,129.148.200.0/21,uk-cardiff-1
oracle,129.148.208.0/22,me-dubai-1
oracle,129.148.212.0/23,me-dubai-1
oracle,129.148.214.0/24,me-dubai-1
oracle,129.148.215.0/25,me-dubai-1
oracle,129.148.218.0/24,me-dubai-1
oracle,129.148.219.192/26,me-dubai-1
oracle,129.148.220.0/22,me-dubai-1
oracle,129.149.0.0/22,sa-vinhedo-1
oracle,129.149.6.0/25,sa-vinhedo-1
oracle,129.149.16.0/23,uk-cardiff-1
oracle,129.149.20.0/23,uk-cardiff-1
oracle,129.149.22.0/25,uk-cardiff-1
oracle,129.149.22.192/26,uk-cardiff-1
oracle,129.149.23.0/24,uk-cardiff-1
oracle,129.149.28.0/22,us-phoenix-1
oracle,129.149.32.0/23,sa-santiago-1
oracle,129.149.36.0/22,sa-santiago-1
oracle,129.149.48.0/22,me-abudhabi-1
oracle,129.149.52.0/25,me-abudhabi-1
oracle,129.149.56.0/22,us-sanjose-1
oracle,129.149.63.192/26,ap-osaka-1
oracle,129.149.64.0/22,af-johannesburg-1
oracle,129.149.68.0/25,af-johannesburg-1
oracle,129.149.80.0/22,eu-stockholm-1
oracle,129.149.84.0/25,eu-stockholm-1
oracle,129.149.96.0/22,eu-marseille-1
oracle,129.149.100.0/25,eu-marseille-1
oracle,129.149.112.0/22,eu-milan-1
oracle,129.149.118.0/25,eu-milan-1
oracle,129.149.120.0/22,il-jerusalem-1
oracle,129.149.126.0/25,il-jerusalem-1
oracle,129.150.32.0/19,ap-singapore-1
oracle,129.150.64.0/18,us-phoenix-1
oracle,129.150.128.0/17,us-phoenix-1
oracle,129.151.0.0/16,
