provider,cidr,region
aws,202.174.132.0/22,us-east-2
aws,203.83.220.0/22,ap-southeast-1
aws,204.87.185.0/24,us-east-1
aws,204.236.128.0/17,
aws,204.246.160.0/19,
aws,205.251.192.0/19,GLOBAL
aws,205.251.225.0/24,us-east-1
aws,205.251.226.0/24,us-west-2
aws,205.251.228.0/22,us-west-1
aws,205.251.232.0/21,
aws,205.251.240.0/21,us-east-1
aws,205.251.248.0/22,
aws,205.251.252.0/23,GLOBAL
aws,205.251.254.0/24,GLOBAL
aws,206.72.209.0/24,us-east-1
aws,207.171.160.0/19,us-east-1
aws,208.78.128.0/21,
aws,208.86.88.0/22,
aws,208.110.48.0/20,us-east-1
aws,209.54.176.0/20,
aws,216.39.136.0/21,eu-west-2
aws,216.39.152.0/21,eu-west-2
aws,216.39.160.0/20,
aws,216.137.32.0/19,GLOBAL
aws,216.182.224.0/20,
aws,216.198.192.0/23,
aws,216.198.194.0/24,us-east-2
aws,216.198.196.0/22,eu-central-1
aws,216.198.200.0/21,eu-central-1
aws,216.198.208.0/20,
aws,216.198.224.0/21,
aws,216.198.232.0/22,
aws,216.198.236.0/23,
aws,216.216.0.0/15,ap-east-2
aws,216.244.0.0/18,
aws,2001:3fc0:800::/40,eusc-de-east-1
aws,2001:3fc1:8000::/36,eusc-de-east-1
aws,2001:3fc2:8000::/36,eusc-de-east-1
aws,2001:3fc3:800::/40,eusc-de-east-1
aws,2001:3fc3:2800::/40,eusc-de-east-1
aws,2001:3fc3:6800::/40,eusc-de-east-1
aws,2001:3fc3:8800::/40,eusc-de-east-1
aws,2001:3fc3:a800::/40,eusc-de-east-1
aws,2001:3fc4:800::/40,eusc-de-east-1
aws,2001:3fc5:800::/40,eusc-de-east-1
aws,2001:3fc5:8800::/40,eusc-de-east-1
aws,2001:3fc6::/55,eusc-de-east-1
aws,2001:3fc6:8::/45,eusc-de-east-1
aws,2001:3fc6:100::/48,eusc-de-east-1
aws,2001:3fc7:800::/40,eusc-de-east-1
aws,2001:3fc7:1800::/40,eusc-de-east-1
aws,2001:3fc7:2800::/40,eusc-de-east-1
aws,2001:3fc7:4800::/40,eusc-de-east-1
aws,2001:3fc7:5800::/40,eusc-de-east-1
aws,2001:3fc7:6800::/40,eusc-de-east-1
aws,2001:3fc7:8800::/40,eusc-de-east-1
aws,2001:3fc7:9800::/40,eusc-de-east-1
aws,2001:3fc7:a800::/40,eusc-de-east-1
aws,2001:3fc7:c800::/40,eusc-de-east-1
aws,2001:3fc7:e800::/40,eusc-de-east-1
aws,2001:3fc7:f800::/40,eusc-de-east-1
aws,2400:6500:0:3::/64,ap-east-1
aws,2400:6500:0:9::1/128,ap-southeast-3
aws,2400:6500:0:9::2/127,ap-southeast-3
aws,2400:6500:0:9::4/128,ap-southeast-3
aws,2400:6500:0:7000::/52,
aws,2400:6500:0:b000::/56,ap-southeast-1
aws,2400:6500:100:7200::/56,cn-northwest-1
aws,2400:6500:ff00::/48,ap-southeast-1
aws,2400:6700::/48,ap-northeast-1
aws,2400:6700:ff00::/48,ap-northeast-1
aws,2400:7fc0::/40,cn-north-1
aws,2400:7fc0:200::/40,cn-north-1
aws,2400:7fc0:500::/40,GLOBAL
aws,2400:7fc0:2100::/40,cn-north-1
aws,2400:7fc0:2200::/40,cn-north-1
aws,2400:7fc0:2400::/40,cn-north-1
aws,2400:7fc0:2800::/40,cn-north-1
aws,2400:7fc0:2a00::/40,cn-north-1
aws,2400:7fc0:2c00::/40,cn-north-1
aws,2400:7fc0:2e80::/48,cn-north-1
aws,2400:7fc0:2f00::/40,cn-north-1
aws,2400:7fc0:3000::/40,cn-north-1
aws,2400:7fc0:4000::/40,cn-north-1
aws,2400:7fc0:4100::/48,cn-north-1
aws,2400:7fc0:6000::/40,cn-north-1
aws,2400:7fc0:8000::/36,cn-north-1
aws,2400:7fc0:a000::/36,cn-north-1
aws,2400:7fc0:bb00::/40,cn-north-1
aws,2400:7fc0:c000::/36,cn-north-1
aws,2400:7fc0:ea00::/40,cn-north-1
aws,2400:7fc0:ef00::/40,cn-north-1
aws,2403:b300::/48,ap-southeast-2
aws,2403:b300:ff00::/48,ap-southeast-2
aws,2404:c2c0::/40,cn-northwest-1
aws,2404:c2c0:200::/40,cn-northwest-1
aws,2404:c2c0:500::/40,GLOBAL
aws,2404:c2c0:2100::/40,cn-northwest-1
aws,2404:c2c0:2200::/40,cn-northwest-1
aws,2404:c2c0:2400::/40,cn-northwest-1
aws,2404:c2c0:2600::/40,cn-northwest-1
aws,2404:c2c0:2800::/40,cn-northwest-1
aws,2404:c2c0:2a00::/40,cn-northwest-1
aws,2404:c2c0:2c00::/40,cn-northwest-1
aws,2404:c2c0:2e80::/48,cn-northwest-1
aws,2404:c2c0:2f00::/40,cn-northwest-1
aws,2404:c2c0:3000::/39,cn-northwest-1
aws,2404:c2c0:4000::/40,cn-northwest-1
aws,2404:c2c0:4100::/48,cn-northwest-1
aws,2404:c2c0:6000::/40,cn-northwest-1
aws,2404:c2c0:8000::/36,cn-northwest-1
aws,2404:c2c0:bb00::/40,cn-northwest-1
aws,2404:c2c0:c000::/36,cn-northwest-1
aws,2404:c2c0:ea00::/40,cn-northwest-1
aws,2404:c2c0:ef00::/40,cn-northwest-1
aws,2406:da00:800::/40,ap-southeast-5
aws,2406:da00:1000::/40,af-south-1
aws,2406:da00:2000::/40,ap-northeast-2
aws,2406:da00:2800::/40,ap-southeast-6
aws,2406:da00:4000::/40,ap-northeast-1
aws,2406:da00:4800::/40,ap-southeast-7
aws,2406:da00:6000::/40,ap-northeast-3
aws,2406:da00:7000::/40,me-central-1
aws,2406:da00:8000::/40,ap-southeast-1
aws,2406:da00:9000::/40,ap-southeast-3
aws,2406:da00:a000::/40,ap-south-1
aws,2406:da00:b000::/40,ap-south-2
aws,2406:da00:c000::/40,ap-southeast-2
aws,2406:da00:c800::/40,ap-east-2
aws,2406:da00:e000::/40,ap-east-1
aws,2406:da00:f000::/40,ap-southeast-4
aws,2406:da00:ff00::/48,us-east-1
aws,2406:da10:8000::/36,ap-southeast-5
aws,2406:da11::/36,af-south-1
aws,2406:da12::/36,ap-northeast-2
aws,2406:da12:8000::/36,ap-southeast-6
aws,2406:da13::/36,ap-northeast-1
aws,2406:da14::/35,ap-northeast-1
aws,2406:da14:8000::/36,ap-southeast-7
aws,2406:da15::/36,ap-northeast-2
aws,2406:da16::/36,ap-northeast-3
aws,2406:da17::/36,me-central-1
aws,2406:da18::/35,ap-southeast-1
aws,2406:da18:8000::/36,ap-southeast-1
aws,2406:da19::/36,ap-southeast-3
aws,2406:da1a::/36,ap-south-1
aws,2406:da1a:8000::/36,ap-southeast-1
aws,2406:da1b::/36,ap-south-2
aws,2406:da1c::/35,ap-southeast-2
aws,2406:da1c:8000::/36,ap-east-2
aws,2406:da1d::/36,ap-northeast-1
aws,2406:da1e::/32,ap-east-1
aws,2406:da1f::/36,ap-southeast-4
aws,2406:da20:8000::/36,ap-southeast-5
aws,2406:da21::/36,af-south-1
aws,2406:da22::/36,ap-northeast-2
aws,2406:da22:8000::/36,ap-southeast-6
aws,2406:da23::/36,ap-northeast-1
aws,2406:da24::/36,ap-northeast-1
aws,2406:da24:8000::/36,ap-southeast-7
aws,2406:da25::/36,ap-northeast-2
aws,2406:da26::/36,ap-northeast-3
aws,2406:da27::/36,me-central-1
aws,2406:da28::/36,ap-southeast-1
aws,2406:da28:8000::/36,ap-southeast-1
aws,2406:da29::/36,ap-southeast-3
aws,2406:da2a::/36,ap-south-1
aws,2406:da2a:8000::/36,ap-southeast-1
aws,2406:da2b::/36,ap-south-2
aws,2406:da2c::/36,ap-southeast-2
aws,2406:da2c:8000::/36,ap-east-2
aws,2406:da2d::/36,ap-northeast-1
aws,2406:da2e::/36,ap-east-1
aws,2406:da2f::/36,ap-southeast-4
aws,2406:da30:800::/40,ap-southeast-5
aws,2406:da30:1000::/40,af-south-1
aws,2406:da30:2000::/40,ap-northeast-2
aws,2406:da30:2800::/40,ap-southeast-6
aws,2406:da30:4000::/40,ap-northeast-1
aws,2406:da30:4800::/40,ap-southeast-7
aws,2406:da30:6000::/40,ap-northeast-3
aws,2406:da30:7000::/40,me-central-1
aws,2406:da30:8000::/40,ap-southeast-1
aws,2406:da30:8800::/40,ap-southeast-1
aws,2406:da30:9000::/40,ap-southeast-3
aws,2406:da30:a000::/40,ap-south-1
aws,2406:da30:b000::/40,ap-south-2
aws,2406:da30:c000::/40,ap-southeast-2
aws,2406:da30:c800::/40,ap-east-2
aws,2406:da30:e000::/40,ap-east-1
aws,2406:da30:f000::/40,ap-southeast-4
aws,2406:da32:800::/40,ap-southeast-5
aws,2406:da32:1000::/40,af-south-1
aws,2406:da32:2000::/40,ap-northeast-2
aws,2406:da32:2800::/40,ap-southeast-6
aws,2406:da32:4000::/40,ap-northeast-1
aws,2406:da32:4800::/40,ap-southeast-7
aws,2406:da32:6000::/40,ap-northeast-3
aws,2406:da32:7000::/40,me-central-1
aws,2406:da32:8000::/40,ap-southeast-1
aws,2406:da32:8800::/40,ap-southeast-1
aws,2406:da32:9000::/40,ap-southeast-3
aws,2406:da32:a000::/40,ap-south-1
aws,2406:da32:b000::/40,ap-south-2
aws,2406:da32:c000::/40,ap-southeast-2
aws,2406:da32:c800::/40,ap-east-2
aws,2406:da32:e000::/40,ap-east-1
aws,2406:da32:f000::/40,ap-southeast-4
aws,2406:da36:800::/40,ap-southeast-5
aws,2406:da36:1000::/40,af-south-1
aws,2406:da36:2000::/40,ap-northeast-2
aws,2406:da36:2800::/40,ap-southeast-6
aws,2406:da36:4000::/40,ap-northeast-1
aws,2406:da36:4800::/40,ap-southeast-7
aws,2406:da36:6000::/40,ap-northeast-3
aws,2406:da36:7000::/40,me-central-1
aws,2406:da36:8000::/40,ap-southeast-1
aws,2406:da36:8800::/40,ap-southeast-1
aws,2406:da36:9000::/40,ap-southeast-3
aws,2406:da36:a000::/40,ap-south-1
aws,2406:da36:b000::/40,ap-south-2
aws,2406:da36:c000::/40,ap-southeast-2
aws,2406:da36:c800::/40,ap-east-2
aws,2406:da36:e000::/40,ap-east-1
aws,2406:da36:f000::/40,ap-southeast-4
aws,2406:da38:800::/40,ap-southeast-5
aws,2406:da38:1000::/40,af-south-1
aws,2406:da38:2000::/40,ap-northeast-2
aws,2406:da38:2800::/40,ap-southeast-6
aws,2406:da38:4000::/40,ap-northeast-1
aws,2406:da38:4800::/40,ap-southeast-7
aws,2406:da38:6000::/40,ap-northeast-3
aws,2406:da38:7000::/40,me-central-1
aws,2406:da38:8000::/40,ap-southeast-1
aws,2406:da38:8800::/40,ap-southeast-1
aws,2406:da38:9000::/40,ap-southeast-3
aws,2406:da38:a000::/40,ap-south-1
aws,2406:da38:b000::/40,ap-south-2
aws,2406:da38:c000::/40,ap-southeast-2
aws,2406:da38:c800::/40,ap-east-2
aws,2406:da38:e000::/40,ap-east-1
aws,2406:da38:f000::/40,ap-southeast-4
aws,2406:da60:800::/40,ap-southeast-5
aws,2406:da60:1000::/40,af-south-1
aws,2406:da60:2000::/40,ap-northeast-2
aws,2406:da60:2800::/40,ap-southeast-6
aws,2406:da60:4000::/40,ap-northeast-1
aws,2406:da60:4800::/40,ap-southeast-7
aws,2406:da60:6000::/40,ap-northeast-3
aws,2406:da60:7000::/40,me-central-1
aws,2406:da60:8000::/40,ap-southeast-1
aws,2406:da60:8800::/40,ap-southeast-1
aws,2406:da60:9000::/40,ap-southeast-3
aws,2406:da60:a000::/40,ap-south-1
aws,2406:da60:b000::/40,ap-south-2
aws,2406:da60:c000::/40,ap-southeast-2
aws,2406:da60:c800::/40,ap-east-2
aws,2406:da60:e000::/40,ap-east-1
aws,2406:da60:f000::/40,ap-southeast-4
aws,2406:da61:800::/40,ap-southeast-5
aws,2406:da61:1000::/40,af-south-1
aws,2406:da61:2000::/40,ap-northeast-2
aws,2406:da61:2800::/40,ap-southeast-6
aws,2406:da61:4000::/40,ap-northeast-1
aws,2406:da61:4800::/40,ap-southeast-7
aws,2406:da61:6000::/40,ap-northeast-3
aws,2406:da61:7000::/40,me-central-1
aws,2406:da61:8000::/40,ap-southeast-1
aws,2406:da61:8800::/40,ap-southeast-1
aws,2406:da61:9000::/40,ap-southeast-3
aws,2406:da61:a000::/40,ap-south-1
aws,2406:da61:b000::/40,ap-south-2
aws,2406:da61:c000::/40,ap-southeast-2
aws,2406:da61:c800::/40,ap-east-2
aws,2406:da61:e000::/40,ap-east-1
aws,2406:da61:f000::/40,ap-southeast-4
aws,2406:da70:800::/40,ap-southeast-5
aws,2406:da70:1000::/40,af-south-1
aws,2406:da70:2000::/40,ap-northeast-2
aws,2406:da70:2800::/40,ap-southeast-6
aws,2406:da70:4000::/40,ap-northeast-1
aws,2406:da70:4800::/40,ap-southeast-7
aws,2406:da70:6000::/40,ap-northeast-3
aws,2406:da70:7000::/40,me-central-1
aws,2406:da70:8000::/40,ap-southeast-1
aws,2406:da70:8800::/40,ap-southeast-1
aws,2406:da70:9000::/40,ap-southeast-3
aws,2406:da70:a000::/40,ap-south-1
aws,2406:da70:b000::/40,ap-south-2
aws,2406:da70:c000::/40,ap-southeast-2
aws,2406:da70:c800::/40,ap-east-2
aws,2406:da70:e000::/40,ap-east-1
aws,2406:da70:f000::/40,ap-southeast-4
aws,2406:daa0:800::/40,ap-southeast-5
aws,2406:daa0:1000::/40,af-south-1
aws,2406:daa0:2000::/40,ap-northeast-2
aws,2406:daa0:2800::/40,ap-southeast-6
aws,2406:daa0:4000::/40,ap-northeast-1
aws,2406:daa0:4800::/40,ap-southeast-7
aws,2406:daa0:6000::/40,ap-northeast-3
aws,2406:daa0:7000::/40,me-central-1
aws,2406:daa0:8000::/40,ap-southeast-1
aws,2406:daa0:8800::/40,ap-southeast-1
aws,2406:daa0:9000::/40,ap-southeast-3
aws,2406:daa0:a000::/40,ap-south-1
aws,2406:daa0:a800::/40,ap-southeast-1
aws,2406:daa0:b000::/40,ap-south-2
aws,2406:daa0:c000::/40,ap-southeast-2
aws,2406:daa0:c800::/40,ap-east-2
aws,2406:daa0:e000::/40,ap-east-1
aws,2406:daa0:f000::/40,ap-southeast-4
aws,2406:dab9:800::/40,ap-southeast-5
aws,2406:dab9:1000::/40,af-south-1
aws,2406:dab9:2000::/40,ap-northeast-2
aws,2406:dab9:2800::/40,ap-southeast-6
aws,2406:dab9:4000::/40,ap-northeast-1
aws,2406:dab9:4800::/40,ap-southeast-7
aws,2406:dab9:6000::/40,ap-northeast-3
aws,2406:dab9:7000::/40,me-central-1
aws,2406:dab9:8000::/40,ap-southeast-1
aws,2406:dab9:8800::/40,ap-southeast-1
aws,2406:dab9:9000::/40,ap-southeast-3
aws,2406:dab9:a000::/40,ap-south-1
aws,2406:dab9:b000::/40,ap-south-2
aws,2406:dab9:c000::/40,ap-southeast-2
aws,2406:dab9:c800::/40,ap-east-2
aws,2406:dab9:e000::/40,ap-east-1
aws,2406:dab9:f000::/40,ap-southeast-4
aws,2406:dabb:800::/40,ap-southeast-5
aws,2406:dabb:1000::/40,af-south-1
aws,2406:dabb:2000::/40,ap-northeast-2
aws,2406:dabb:2800::/40,ap-southeast-6
aws,2406:dabb:4000::/40,ap-northeast-1
aws,2406:dabb:4800::/40,ap-southeast-7
aws,2406:dabb:6000::/40,ap-northeast-3
aws,2406:dabb:7000::/40,me-central-1
aws,2406:dabb:8000::/40,ap-southeast-1
aws,2406:dabb:8800::/40,ap-southeast-1
aws,2406:dabb:9000::/40,ap-southeast-3
aws,2406:dabb:a000::/40,ap-south-1
aws,2406:dabb:b000::/40,ap-south-2
aws,2406:dabb:c000::/40,ap-southeast-2
aws,2406:dabb:c800::/40,ap-east-2
aws,2406:dabb:e000::/40,ap-east-1
aws,2406:dabb:f000::/40,ap-southeast-4
aws,2406:daea:800::/40,ap-southeast-5
aws,2406:daea:1000::/40,af-south-1
aws,2406:daea:2000::/40,ap-northeast-2
aws,2406:daea:2800::/40,ap-southeast-6
aws,2406:daea:4000::/40,ap-northeast-1
aws,2406:daea:4800::/40,ap-southeast-7
aws,2406:daea:6000::/40,ap-northeast-3
aws,2406:daea:7000::/40,me-central-1
aws,2406:daea:8000::/40,ap-southeast-1
aws,2406:daea:8800::/40,ap-southeast-1
aws,2406:daea:9000::/40,ap-southeast-3
aws,2406:daea:a000::/40,ap-south-1
aws,2406:daea:b000::/40,ap-south-2
aws,2406:daea:c000::/40,ap-southeast-2
aws,2406:daea:c800::/40,ap-east-2
aws,2406:daea:e000::/40,ap-east-1
aws,2406:daea:f000::/40,ap-southeast-4
aws,2406:daef:800::/40,ap-southeast-5
aws,2406:daef:1000::/40,af-south-1
aws,2406:daef:2000::/40,ap-northeast-2
aws,2406:daef:2800::/40,ap-southeast-6
aws,2406:daef:4000::/40,ap-northeast-1
aws,2406:daef:4800::/40,ap-southeast-7
aws,2406:daef:6000::/40,ap-northeast-3
aws,2406:daef:7000::/40,me-central-1
aws,2406:daef:8000::/40,ap-southeast-1
aws,2406:daef:8800::/40,ap-southeast-1
aws,2406:daef:9000::/40,ap-southeast-3
aws,2406:daef:a000::/40,ap-south-1
aws,2406:daef:b000::/40,ap-south-2
aws,2406:daef:c000::/40,ap-southeast-2
aws,2406:daef:c800::/40,ap-east-2
aws,2406:daef:e000::/40,ap-east-1
aws,2406:daef:f000::/40,ap-southeast-4
aws,2406:daf0:800::/40,ap-southeast-5
aws,2406:daf0:1000::/40,af-south-1
aws,2406:daf0:2000::/40,ap-northeast-2
aws,2406:daf0:2800::/40,ap-southeast-6
aws,2406:daf0:4000::/40,ap-northeast-1
aws,2406:daf0:4800::/40,ap-southeast-7
aws,2406:daf0:6000::/40,ap-northeast-3
aws,2406:daf0:7000::/40,me-central-1
aws,2406:daf0:8000::/40,ap-southeast-1
aws,2406:daf0:8800::/40,ap-southeast-1
aws,2406:daf0:9000::/40,ap-southeast-3
aws,2406:daf0:a000::/40,ap-south-1
aws,2406:daf0:b000::/40,ap-south-2
aws,2406:daf0:c000::/40,ap-southeast-2
aws,2406:daf0:c800::/40,ap-east-2
aws,2406:daf0:e000::/40,ap-east-1
aws,2406:daf0:f000::/40,ap-southeast-4
aws,2406:daf2:800::/40,ap-southeast-5
aws,2406:daf2:1000::/40,af-south-1
aws,2406:daf2:2000::/40,ap-northeast-2
aws,2406:daf2:2800::/40,ap-southeast-6
aws,2406:daf2:4000::/40,ap-northeast-1
aws,2406:daf2:4800::/40,ap-southeast-7
aws,2406:daf2:6000::/40,ap-northeast-3
aws,2406:daf2:7000::/40,me-central-1
aws,2406:daf2:8000::/40,ap-southeast-1
aws,2406:daf2:8800::/40,ap-southeast-1
aws,2406:daf2:9000::/40,ap-southeast-3
aws,2406:daf2:a000::/40,ap-south-1
aws,2406:daf2:b000::/40,ap-south-2
aws,2406:daf2:c000::/40,ap-southeast-2
aws,2406:daf2:c800::/40,ap-east-2
aws,2406:daf2:e000::/40,ap-east-1
aws,2406:daf2:f000::/40,ap-southeast-4
aws,2406:daf3:800::/40,ap-southeast-5
aws,2406:daf3:1000::/40,af-south-1
aws,2406:daf3:2000::/40,ap-northeast-2
aws,2406:daf3:2800::/40,ap-southeast-6
aws,2406:daf3:4000::/40,ap-northeast-1
aws,2406:daf3:4800::/40,ap-southeast-7
aws,2406:daf3:6000::/40,ap-northeast-3
aws,2406:daf3:7000::/40,me-central-1
aws,2406:daf3:8000::/40,ap-southeast-1
aws,2406:daf3:8800::/40,ap-southeast-1
aws,2406:daf3:9000::/40,ap-southeast-3
aws,2406:daf3:a000::/40,ap-south-1
aws,2406:daf3:b000::/40,ap-south-2
aws,2406:daf3:c000::/40,ap-southeast-2
aws,2406:daf3:c800::/40,ap-east-2
aws,2406:daf3:e000::/40,ap-east-1
aws,2406:daf3:f000::/40,ap-southeast-4
aws,2406:daf4:800::/40,ap-southeast-5
aws,2406:daf4:1000::/40,af-south-1
aws,2406:daf4:2000::/40,ap-northeast-2
aws,2406:daf4:2800::/40,ap-southeast-6
aws,2406:daf4:4000::/40,ap-northeast-1
aws,2406:daf4:4800::/40,ap-southeast-7
aws,2406:daf4:6000::/40,ap-northeast-3
aws,2406:daf4:7000::/40,me-central-1
aws,2406:daf4:8000::/40,ap-southeast-1
aws,2406:daf4:8800::/40,ap-southeast-1
aws,2406:daf4:9000::/40,ap-southeast-3
aws,2406:daf4:a000::/40,ap-south-1
aws,2406:daf4:b000::/40,ap-south-2
aws,2406:daf4:c000::/40,ap-southeast-2
aws,2406:daf4:c800::/40,ap-east-2
aws,2406:daf4:e000::/40,ap-east-1
aws,2406:daf4:f000::/40,ap-southeast-4
aws,2406:daf6:800::/40,ap-southeast-5
aws,2406:daf6:1000::/40,af-south-1
aws,2406:daf6:2000::/40,ap-northeast-2
aws,2406:daf6:2800::/40,ap-southeast-6
aws,2406:daf6:4000::/40,ap-northeast-1
aws,2406:daf6:4800::/40,ap-southeast-7
aws,2406:daf6:6000::/40,ap-northeast-3
aws,2406:daf6:7000::/40,me-central-1
aws,2406:daf6:8000::/40,ap-southeast-1
aws,2406:daf6:8800::/40,ap-southeast-1
aws,2406:daf6:9000::/40,ap-southeast-3
aws,2406:daf6:a000::/40,ap-south-1
aws,2406:daf6:b000::/40,ap-south-2
aws,2406:daf6:c000::/40,ap-southeast-2
aws,2406:daf6:c800::/40,ap-east-2
aws,2406:daf6:e000::/40,ap-east-1
aws,2406:daf6:f000::/40,ap-southeast-4
aws,2406:daf8:1000::/40,af-south-1
aws,2406:daf8:2000::/40,ap-northeast-2
aws,2406:daf8:4000::/40,ap-northeast-1
aws,2406:daf8:6000::/40,ap-northeast-3
aws,2406:daf8:7000::/40,me-central-1
aws,2406:daf8:8000::/40,ap-southeast-1
aws,2406:daf8:9000::/40,ap-southeast-3
aws,2406:daf8:a000::/40,ap-south-1
aws,2406:daf8:b000::/40,ap-south-2
aws,2406:daf8:c000::/40,ap-southeast-2
aws,2406:daf8:e000::/40,ap-east-1
aws,2406:daf8:f000::/40,ap-southeast-4
aws,2406:daf9:800::/40,ap-southeast-5
aws,2406:daf9:1000::/40,af-south-1
aws,2406:daf9:2000::/40,ap-northeast-2
aws,2406:daf9:2800::/40,ap-southeast-6
aws,2406:daf9:4000::/40,ap-northeast-1
aws,2406:daf9:4800::/40,ap-southeast-7
aws,2406:daf9:6000::/40,ap-northeast-3
aws,2406:daf9:7000::/40,me-central-1
aws,2406:daf9:8000::/40,ap-southeast-1
aws,2406:daf9:8800::/40,ap-southeast-1
aws,2406:daf9:9000::/40,ap-southeast-3
aws,2406:daf9:a000::/40,ap-south-1
aws,2406:daf9:a800::/40,ap-southeast-1
aws,2406:daf9:b000::/40,ap-south-2
aws,2406:daf9:c000::/40,ap-southeast-2
aws,2406:daf9:c800::/40,ap-east-2
aws,2406:daf9:e000::/40,ap-east-1
aws,2406:daf9:f000::/40,ap-southeast-4
aws,2406:dafa:2000::/40,ap-northeast-2
aws,2406:dafa:4000::/40,ap-northeast-1
aws,2406:dafa:6000::/40,ap-northeast-3
aws,2406:dafa:8000::/40,ap-southeast-1
aws,2406:dafa:a000::/40,ap-south-1
aws,2406:dafa:c000::/40,ap-southeast-2
aws,2406:dafa:e000::/40,ap-east-1
aws,2406:dafc:800::/40,ap-southeast-5
aws,2406:dafc:1000::/40,af-south-1
aws,2406:dafc:2000::/40,ap-northeast-2
aws,2406:dafc:4000::/40,ap-northeast-1
aws,2406:dafc:4800::/40,ap-southeast-7
aws,2406:dafc:6000::/40,ap-northeast-3
aws,2406:dafc:7000::/40,me-central-1
aws,2406:dafc:8000::/40,ap-southeast-1
aws,2406:dafc:9000::/40,ap-southeast-3
aws,2406:dafc:a000::/40,ap-south-1
aws,2406:dafc:b000::/40,ap-south-2
aws,2406:dafc:c000::/40,ap-southeast-2
aws,2406:dafc:c800::/40,ap-east-2
aws,2406:dafc:e000::/40,ap-east-1
aws,2406:dafc:f000::/40,ap-southeast-4
aws,2406:dafc:ff60::/46,eu-central-1
aws,2406:dafc:ff80::/46,eu-central-1
aws,2406:dafc:ffa0::/46,eu-central-1
aws,2406:dafe:800::/40,ap-southeast-5
aws,2406:dafe:1000::/40,af-south-1
aws,2406:dafe:2000::/40,ap-northeast-2
aws,2406:dafe:2800::/40,ap-southeast-6
aws,2406:dafe:4000::/40,ap-northeast-1
aws,2406:dafe:4800::/40,ap-southeast-7
aws,2406:dafe:6000::/40,ap-northeast-3
aws,2406:dafe:7000::/40,me-central-1
aws,2406:dafe:8000::/40,ap-southeast-1
aws,2406:dafe:8800::/40,ap-southeast-1
aws,2406:dafe:9000::/40,ap-southeast-3
aws,2406:dafe:a000::/40,ap-south-1
aws,2406:dafe:a800::/40,ap-southeast-1
aws,2406:dafe:b000::/40,ap-south-2
aws,2406:dafe:c000::/40,ap-southeast-2
aws,2406:dafe:c800::/40,ap-east-2
aws,2406:dafe:e000::/40,ap-east-1
aws,2406:dafe:f000::/40,ap-southeast-4
aws,2406:daff:800::/40,ap-southeast-5
aws,2406:daff:1000::/40,af-south-1
aws,2406:daff:2000::/40,ap-northeast-2
aws,2406:daff:2800::/40,ap-southeast-6
aws,2406:daff:4000::/40,ap-northeast-1
aws,2406:daff:4800::/40,ap-southeast-7
aws,2406:daff:6000::/40,ap-northeast-3
aws,2406:daff:7000::/40,me-central-1
aws,2406:daff:8000::/40,ap-southeast-1
aws,2406:daff:8800::/40,ap-southeast-1
aws,2406:daff:9000::/40,ap-southeast-3
aws,2406:daff:a000::/40,ap-south-1
aws,2406:daff:a800::/40,ap-southeast-1
aws,2406:daff:b000::/40,ap-south-2
aws,2406:daff:c000::/40,ap-southeast-2
aws,2406:daff:c800::/40,ap-east-2
aws,2406:daff:e000::/40,ap-east-1
aws,2406:daff:f000::/40,ap-southeast-4
aws,2409:8c00:2421:300::/56,GLOBAL
aws,2409:8c00:2421:400::/56,GLOBAL
aws,240f:8000:4000::/40,cn-northwest-1
aws,240f:8000:8000::/40,cn-north-1
aws,240f:8014::/36,cn-northwest-1
aws,240f:8018::/36,cn-north-1
aws,240f:80a0:4000::/40,cn-northwest-1
aws,240f:80a0:8000::/40,cn-north-1
aws,240f:80f8:4000::/40,cn-northwest-1
aws,240f:80f8:8000::/40,cn-north-1
aws,240f:80f9:4000::/40,cn-northwest-1
aws,240f:80f9:8000::/40,cn-north-1
aws,240f:80fa:4000::/40,cn-northwest-1
aws,240f:80fa:8000::/40,cn-north-1
aws,240f:80fc:4000::/40,cn-northwest-1
aws,240f:80fc:8000::/40,cn-north-1
aws,240f:80fe:4000::/40,cn-northwest-1
aws,240f:80fe:8000::/40,cn-north-1
aws,240f:80ff:4000::/40,cn-northwest-1
aws,240f:80ff:8000::/40,cn-north-1
aws,2600:1f00:1000::/40,ca-central-1
aws,2600:1f00:2000::/40,us-gov-west-1
aws,2600:1f00:4000::/40,us-west-2
aws,2600:1f00:5000::/40,us-gov-east-1
aws,2600:1f00:6000::/40,us-east-2
aws,2600:1f00:7400::/40,mx-central-1
aws,2600:1f00:8000::/40,us-east-1
aws,2600:1f00:a400::/40,ca-west-1
aws,2600:1f00:c000::/40,us-west-1
aws,2600:1f00:e000::/40,sa-east-1
aws,2600:1f00:ec00::/64,sa-west-1
aws,2600:1f01:4800::/45,
aws,2600:1f01:4810::/47,eu-west-3
aws,2600:1f01:4814::/47,ap-east-1
aws,2600:1f01:481a::/47,ap-southeast-3
aws,2600:1f01:4820::/47,eu-west-1
aws,2600:1f01:4822::/56,eu-west-1
aws,2600:1f01:4830::/47,eu-central-1
aws,2600:1f01:4840::/47,sa-east-1
aws,2600:1f01:4844::/47,us-east-2
aws,2600:1f01:4850::/47,us-east-1
aws,2600:1f01:4860::/47,ap-northeast-2
aws,2600:1f01:4870::/47,eu-west-2
aws,2600:1f01:4874::/47,us-west-2
